review_id,employee_id,review_date,rating,goals_met,comments,reviewer_id
1456,486,2022-06-01,5,Met,Performance review #1 for Employee486 LastName486,100
1457,486,2022-11-28,4,Partially Met,Performance review #2 for Employee486 LastName486,395
1458,486,2023-05-27,3,Not Met,Performance review #3 for Employee486 LastName486,326
1459,487,2020-12-28,3,Exceeded,Performance review #1 for Employee487 LastName487,334
1460,487,2021-06-26,4,Not Met,Performance review #2 for Employee487 LastName487,377
1461,487,2021-12-23,2,Met,Performance review #3 for Employee487 LastName487,245
1462,488,2021-10-03,1,Partially Met,Performance review #1 for Employee488 LastName488,324
1463,488,2022-04-01,1,Met,Performance review #2 for Employee488 LastName488,134
1464,488,2022-09-28,5,Not Met,Performance review #3 for Employee488 LastName488,484
1465,489,2022-07-06,2,Partially Met,Performance review #1 for Employee489 LastName489,127
1466,489,2023-01-02,5,Met,Performance review #2 for Employee489 LastName489,7
1467,489,2023-07-01,1,Exceeded,Performance review #3 for Employee489 LastName489,330
1468,490,2022-09-12,4,Not Met,Performance review #1 for Employee490 LastName490,362
1469,490,2023-03-11,5,Exceeded,Performance review #2 for Employee490 LastName490,266
1470,490,2023-09-07,2,Not Met,Performance review #3 for Employee490 LastName490,85
1471,491,2020-07-30,4,Partially Met,Performance review #1 for Employee491 LastName491,355
1472,491,2021-01-26,3,Not Met,Performance review #2 for Employee491 LastName491,301
1473,491,2021-07-25,3,Not Met,Performance review #3 for Employee491 LastName491,386
1474,492,2022-05-23,1,Exceeded,Performance review #1 for Employee492 LastName492,326
1475,492,2022-11-19,5,Partially Met,Performance review #2 for Employee492 LastName492,417
1476,492,2023-05-18,2,Partially Met,Performance review #3 for Employee492 LastName492,384
1477,493,2020-07-04,2,Not Met,Performance review #1 for Employee493 LastName493,358
1478,493,2020-12-31,3,Exceeded,Performance review #2 for Employee493 LastName493,87
1479,493,2021-06-29,4,Exceeded,Performance review #3 for Employee493 LastName493,50
1480,494,2022-07-28,1,Not Met,Performance review #1 for Employee494 LastName494,269
1481,494,2023-01-24,4,Partially Met,Performance review #2 for Employee494 LastName494,376
1482,494,2023-07-23,4,Met,Performance review #3 for Employee494 LastName494,91
1483,495,2021-02-10,3,Met,Performance review #1 for Employee495 LastName495,361
1484,495,2021-08-09,2,Met,Performance review #2 for Employee495 LastName495,250
1485,495,2022-02-05,2,Exceeded,Performance review #3 for Employee495 LastName495,231
1486,496,2022-01-12,5,Met,Performance review #1 for Employee496 LastName496,96
1487,496,2022-07-11,2,Exceeded,Performance review #2 for Employee496 LastName496,384
1488,496,2023-01-07,2,Met,Performance review #3 for Employee496 LastName496,133
1489,497,2020-11-07,4,Not Met,Performance review #1 for Employee497 LastName497,321
1490,497,2021-05-06,5,Exceeded,Performance review #2 for Employee497 LastName497,445
1491,497,2021-11-02,2,Exceeded,Performance review #3 for Employee497 LastName497,151
1492,498,2021-10-03,1,Not Met,Performance review #1 for Employee498 LastName498,64
1493,498,2022-04-01,3,Exceeded,Performance review #2 for Employee498 LastName498,176
1494,498,2022-09-28,1,Met,Performance review #3 for Employee498 LastName498,245
1495,499,2020-12-18,4,Exceeded,Performance review #1 for Employee499 LastName499,5
1496,499,2021-06-16,1,Partially Met,Performance review #2 for Employee499 LastName499,385
1497,499,2021-12-13,1,Exceeded,Performance review #3 for Employee499 LastName499,50
1498,500,2022-05-25,2,Exceeded,Performance review #1 for Employee500 LastName500,193
1499,500,2022-11-21,5,Partially Met,Performance review #2 for Employee500 LastName500,478
1500,500,2023-05-20,4,Not Met,Performance review #3 for Employee500 LastName500,388
